Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,India,IND,11.4520646128009,12.9972363111656,12.5583796339108,14.2643839244292,14.9479138582269,17.8591249630479,19.6052466949414,21.2679414220966,20.7996997489457,24.0973572601391,20.4005193744525,22.4009332488238,24.5404113195713,24.5344306564341,25.430861300519,22.9679630081172,19.8131891564045,19.1582349105946,18.7917648392982,19.9278285988562,18.664264897257
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Indonesia,IDN,35.5141290838601,40.9773084738704,39.0321390955111,32.6876208878375,30.4776547809661,32.2166946182599,34.0672676279992,31.0347163143166,29.4357184851264,29.8082841673732,24.1591196686279,24.2990309366408,26.3273530888836,24.5943787881769,23.9235763793605,23.6659845969367,21.1601792598059,19.0889938536664,20.1773044351106,21.0027464972455,18.5915277970883
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Iran, Islamic Rep.",IRN,19.292023195998,21.4670575678483,19.3033203562353,24.4139021536457,24.6274728309232,25.266928255823,30.3308191865397,29.8690352505831,28.8436124054165,26.5771274521598,22.7114891378215,24.399653282909,24.9333131264674,22.4753001992586,25.1829067419072,22.8306723891643,18.7208345068656,21.1617079991403,22.7356882630098,30.2177517344562,23.4838671400313
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Iraq,IRQ,77.634883408788,75.7037742203896,65.2733913946118,70.5700515170938,77.3927182052535,56.2709085305741,54.3478705800752,51.0319434096732,45.8998391733957,50.3283072215829,39.4001102563314,39.41682921428,44.4175230392819,44.5084353612381,39.6635365352026,38.9417264514779,34.5141464410956,28.1085236792986,33.9160634134979,40.8026420265318,38.0518681988838
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ireland,IRL,86.4601038422812,94.3894577763648,95.2243824665404,90.449477107344,80.8405915956942,80.4755800800168,79.5276963895122,79.0346762561037,80.8367951764565,84.333282431752,93.5561688922869,103.242934938459,103.256202512089,104.416732931729,104.008518157505,110.121635697035,122.096239962113,121.695568587883,121.01688342861,122.784715063326,127.879646181738
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Israel,ISR,31.6152301615365,34.6043461700116,30.4002976473437,31.8518325779877,33.4897588522128,37.8637675568332,39.5114843542632,39.6333076683141,39.3715408031531,37.768993384928,32.5419682179758,34.1585761715727,34.7593258289757,35.3135368991532,33.2367754445811,31.8734891196806,31.1712490255778,29.9549598852839,29.2422558707299,29.8939141012579,29.2984786508394
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Italy,ITA,23.2007416928655,25.6277321000853,25.6490116681011,24.4074673383008,23.3021929123911,24.0098284192385,24.6010923817882,26.1734884330826,27.3610422532316,26.8627746947944,22.3991617339964,25.0740498513169,26.8724634660876,28.3792428359574,28.6332430796987,29.1088281864091,29.7159823723612,29.3278907466434,30.733733319636,31.3535542007886,31.6024197276206
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jamaica,JAM,39.0366070862465,38.7900457000845,35.5641570687808,32.7619513128115,36.6134689904685,37.5440247582553,35.2732351244367,40.1315252646825,39.7286909235439,41.9433070929295,34.4795962140846,31.3352666291342,30.368613897616,30.1837114553703,30.5758831810158,31.254604696531,29.9216654806929,31.8134375482687,34.6570625717339,38.5638482851901,38.0360807474106
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Japan,JPN,9.80553900156021,10.4634942027505,10.0767999632844,10.8554456072287,11.4658015766594,12.7862646247862,13.8158957221159,15.6573740466117,17.2891273707229,17.2355433764071,12.41956574798,14.9185034496428,14.7744622613499,14.4147746129824,15.7841567318773,17.4186553484795,17.4367598376529,16.0579692360598,17.5914391047836,18.3149455985223,17.4635264275221
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jordan,JOR,43.3107851790319,41.8273959357861,42.1342929427849,47.4212540476891,47.3722799396849,52.1894968421313,52.704580084252,53.8743278940368,54.234912993661,56.0504965658577,45.0754717111092,46.9971426422454,46.5505776295546,45.225985406904,41.2956035736517,42.1339077050464,36.5444370225267,34.3952100655679,34.7065318671243,35.1277586384661,36.6710473276752
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kazakhstan,KAZ,42.4620955088389,56.6024267995373,45.8950186109102,46.9906407561754,48.4170220946326,52.5004104250221,53.194358254068,50.9752978421833,49.3128208903582,57.1463849391331,41.8384224460915,44.2441794984735,46.4646627947552,44.1096630384291,38.6170377152797,39.3417580907293,28.5167080072354,31.8438886422836,32.3977529369879,37.6252184252873,36.4389870990994
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kenya,KEN,20.8327351985075,21.5875711417625,22.9315763643367,24.8979726147002,24.086815305421,26.6102585752973,28.5090302142012,22.9849396441861,21.9189912933699,22.6740575532267,18.7749454916013,20.1243596478793,21.5494770708279,19.8649477228834,17.7921805531655,16.4728044658123,15.1287339034504,13.2497448006759,12.7366599413725,12.541975333359,11.4279966637126
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kiribati,KIR,18.7738317757009,11.8358620689655,15.6759836065574,19.4141843160392,17.6221981836935,12.1822258397528,14.3385222222374,10.3961965134707,16.076591235904,14.7098738633728,14.9645913040201,12.3224092451736,14.2826802469805,13.9353123867017,11.9863337966506,13.5493846556159,15.7005378640023,19.2200603502915,15.670406504065,10.7554752851711,18.5576587301587
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Korea, Rep.",KOR,32.590822939439,33.9391689573172,31.7877410482541,29.7727544096379,31.3978372633201,36.7543364487134,35.2830827957409,35.6264186161218,37.3921796905127,47.6418852095772,45.1853519113199,47.1037369107414,53.3377319003336,54.0940513351953,51.2920711097027,47.8314208662979,42.989561527711,40.1326509111205,40.9342069409884,41.7132908430894,39.2758610673609
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,17.190699115417,19.2277619271441,21.6691681199904,24.9520402537016,24.5219681010507,23.0038577636014,23.5268854358467,22.4513928552736,23.8274047992876,27.328844878341,29.0534647196644,29.3126074591152
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kuwait,KWT,45.9338909669891,56.4721744466436,51.3084112149533,44.6160483175151,52.0915105977347,56.9171133832286,63.9760608989031,65.5457337246984,63.4150383970829,66.7595495181702,59.4336343544442,66.6733173716414,73.1983782817688,74.731693700831,70.8615345368996,68.5061434722771,53.7662480818489,47.6317246344806,51.1963155925274,57.4954949230184,53.2934327816685
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kyrgyz Republic,KGZ,42.2029377974725,41.8478618433635,36.7245731455602,39.5813541240971,38.6811237203624,42.5559110849204,38.3055564365228,41.7206136022728,52.9129788573035,53.5489560986404,54.6983469575282,51.5543226756177,54.5384771657381,44.4042009680122,42.250153956658,37.4486515894922,35.1896004872594,35.8254088751692,34.2528413648354,31.6017300051143,35.2341542041409
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lao PDR,LAO,35.8758415231056,30.6620036018333,27.8731588735049,28.7525146642775,23.5004331625579,24.9121225649626,28.9637357221061,38.1550775230179,33.6143130828615,33.1540804741768,30.0830696753683,35.3840260381756,40.3431560969975,37.8767283496857,38.1731033982191,40.754546651049,33.9522573081909,33.2094274563541,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latvia,LVA,35.0283740541451,36.7848682898279,38.0007434111274,36.5395744771967,36.046475305097,38.9123347496374,42.9698410514204,39.7452403866307,38.2615915654077,39.25750458386,42.2140348572485,53.2583793215163,59.7798909523655,61.4437531058355,60.3951732405058,61.1547282077451,60.2753827650078,59.6070823895513,61.5894393630579,61.4589417496788,59.8140791420221
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lebanon,LBN,14.0639896274263,14.1775557263643,15.604915999549,16.0986422831809,16.7365813377374,35.0549045521247,36.6235387089593,35.5896575059132,37.1415170033235,38.54565444034,33.1957016983412,35.0231228655355,36.3630972318634,28.8092128785238,26.6467547461997,23.7561644986718,23.1396677260152,21.7261558871093,21.9269331861763,20.7545211582482,20.6977589568458
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,51.8042582267243,51.9971155852947,43.9077691959587,41.138161374368,46.9395426822113,40.9815712925457,37.2019977243828,37.0687811481087,41.6102539438825,44.3269142147549,46.027263048801,48.809449806788,44.9168728023816
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Libya,LBY,20.2205441687642,31.558004285277,26.5406976744186,44.7677994771644,57.3170731707317,63.7559608908707,63.7168431505522,71.8393272703549,73.4324778961951,74.1157065299352,63.2368915429987,66.2720071713114,38.1458963988027,66.8678568492024,59.8886075843687,32.2383210024013,22.2273741215145,14.5778875500388,27.1972557138798,39.6135044170514,42.8351172865323
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lithuania,LTU,32.4181587307582,38.593931417507,44.0970221232765,47.403784740333,46.2209840771133,48.7713580307085,55.129678025987,57.0374548746781,51.6412116291977,57.6213269862551,51.7893007830051,63.9423585065945,72.8810089085961,78.2266282268662,78.668573312647,72.2704251906117,68.7776407338805,67.5873830562834,73.5951637391515,75.2054048902229,77.3117026146611
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Luxembourg,LUX,129.936451950794,147.644884433486,146.200905707728,136.361720123078,132.848052488235,143.73436357449,153.824409812811,167.740311680643,169.576705513534,161.494761789301,147.925083013145,162.709857140044,169.489123436331,171.211788066768,176.383330927429,182.782592419634,191.835449041844,191.098633740622,192.747503540731,197.501337465788,204.320817651215
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Macao SAR, China",MAC,76.1905671915609,89.2622634221707,91.2251415299753,93.2640999662276,92.8613542564289,94.7705605396922,84.3863881332444,78.5453812156553,78.8825827872669,79.6944953421213,78.5098890133033,87.4228418961314,90.3387512777639,90.7725744754839,90.6557309363456,85.641344899616,78.5067332391829,76.6414870235109,80.4430897220871,82.5299193561036,82.522613516486
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North Macedonia,MKD,23.0418595204847,32.9468400859053,29.1989080521251,26.3008496370576,27.6563674663372,30.7041661621306,34.8076006574873,37.791482499104,44.1166137912355,43.2244691363976,32.8055433623879,39.7897533935824,47.1242131386987,45.3742530045875,43.396474533315,47.6628552909135,48.7379999069691,50.663842164107,55.145719342637,60.3751373173263,62.4080567878813
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Madagascar,MDG,18.3466200690167,19.1196684495627,20.070249419803,21.8155744053565,13.6941628175957,19.4573064554058,24.3193861068762,27.4869137820183,27.7962071429556,27.7071993998824,20.3758298360304,21.874380518556,22.7196386765593,21.7806921027771,23.2721660782858,28.2819119744449,28.39064612994,29.0925694350035,30.9026308764808,31.5360236543653,28.4244012428345
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malaysia,MYS,121.311393650836,119.809708726968,110.402491356547,108.305302795051,106.943446148115,115.373337721075,112.898976779781,112.18548084399,106.168274866985,99.4995772447266,91.4167918670926,86.9302950693543,85.2554421085998,79.2999139255312,75.6290410302627,73.7934986257765,69.4486908970754,66.7754454542508,70.011742508597,68.554971419686,65.2777668428576
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.2941274036136,78.356182363885,71.9790820075853,72.3074511949619,70.1131851868006,69.4265505006682
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mali,MLI,20.2509889197506,22.4785904568103,26.3124370675839,28.0874538136608,25.7693403925944,23.6771847065241,22.9888693418902,28.4289450992381,24.1521111507005,25.1441899954037,21.7133136937268,22.8371701772321,22.7261779161711,27.8563400059191,24.9405402595496,22.5554869569717,24.0437085118274,23.4429129749282,22.2140939375412,24.5223744016967,25.705291132007
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malta,MLT,111.686091686092,120.247484362252,108.64527434016,113.402518509144,107.521509277496,103.128054740958,103.579123076027,123.401813807144,129.243735212338,148.495004834032,147.023771486996,150.946330584818,160.586893105739,163.119016905425,155.973465251816,149.812023631315,154.618023947903,157.801367978674,154.665516548305,162.796350797429,166.788241969181
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Marshall Islands,MHL,22.1163459326507,28.6963306530267,25.3630397967824,27.3764936821666,30.1529317305753,30.2811307214224,32.8158743279946,25.2370657647332,26.2084473210115,29.5050116771289,27.9625081908768,36.2742914885057,51.4918652818635,55.0559392580056,51.4142062242543,49.8425525549365,44.4121853163954,36.6903983738217,39.2965813074867,39.8470252400147,37.1875758049707
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritania,MRT,22.5691860382982,25.5171157140843,25.536995080516,24.7736084028423,19.1247721754728,23.2692575686957,26.7532470536875,42.3641033273967,40.5231617982886,41.6028504784511,37.2457483029123,45.7393481127116,50.1828096997874,48.2613552096143,45.5485992122422,37.3892007219428,30.1951447553349,33.9251706412741,34.5056633539709,36.5862504012937,41.5798195551278
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritius,MUS,63.8026645669143,61.094214849751,67.9870194937184,61.6083500282148,56.0072568008856,53.3231314533134,59.0244763566297,58.4439359267735,55.8674978743079,51.0705214350546,47.6771685929338,51.2376727919807,52.4441473837658,53.7921652730405,52.5710697356463,52.5246596111912,51.4978524051162,49.1740762253697,48.1551661058958,46.0962669509066,44.0717583009834
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mexico,MEX,24.6326500515211,25.4067169365962,22.6667211742494,22.5524898738313,24.3604406878698,25.8403039526232,26.2325503809951,27.3251618939288,27.527235888679,27.7014958270789,27.1549993271981,29.6976647689721,31.0367071399496,32.2655677637235,31.3056529459396,31.8734413093812,34.5248858421072,37.0421710841871,37.6515684577081,39.2575517289021,38.8212851623816
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Micronesia, Fed. Sts.",FSM,16.4620322021618,17.9710963777019,19.2413274797911,18.082841134567,18.7648844144367,15.5280640703308,16.7159910484937,18.0815084212905,22.480949206191,23.3206698509682,21.8720543333455,23.6903511468994,24.7142642376396,29.8877887062653,30.3974220590238,31.8284267419047,27.0650027062475,27.6542051349344,29.9609618323775,35.4747304458985,31.4805825242718
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Moldova,MDA,52.3183763996002,49.6001138108804,50.0550428204431,52.4638965185895,53.3131901951555,51.1939123376623,51.1635849357272,45.256336863744,45.5804735167509,40.8187486093894,36.8721225187512,27.8296130640861,32.5404575697943,31.1328505372467,32.0926131660285,31.5279635595633,31.8069217883307,32.8664989349745,32.5328465977446,30.6963699430194,31.1910849579769
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mongolia,MNG,50.1584406154075,53.9967514658612,50.3183409920047,50.7266159784407,52.3520495329451,60.7877749189501,58.7693837934602,59.443265077556,59.6144484321482,54.0170359170312,50.2779993278591,46.6789825837072,52.5535550456296,43.5721511955575,38.8902374821224,52.2489986932875,44.1840502359931,50.8721940528744,59.1666792690871,58.1647822763909,59.2172331810747
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Montenegro,MNE,..,36.8149918504193,38.4234543783926,35.3561171254814,30.6112461989977,42.02204717619,43.549124680302,40.5615430103488,43.0030106413678,39.5197484510197,34.3308663055307,37.0444051211325,42.3488436130938,43.6724829379562,41.3423600014394,40.143704803058,42.1180721256354,40.600655705865,41.0551905042252,42.8750002680603,43.8466414367843
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Morocco,MAR,22.634669282591,24.196827890025,25.3955453607576,25.9443798137066,24.6764865812872,25.3492055072388,27.9958996340618,29.6289667974453,31.4277738105519,32.4722234094124,25.7171775382667,29.7889486792723,31.9544842653694,32.0970961441446,30.2532656403818,30.1329866374292,29.9958538899695,30.7345951424219,32.6064609907781,33.8284373726717,34.093057468891
